case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless,parent,totalage,refage,educ,income,race,polparty,polviewr,polview,ideology,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthin,typeins,instype,he2z,partyln,partycom,covi1b,covi1bne,covi1c,covi1cne,covi2,covi2net,covi3,covi4,covi4net,covi5,covi6a,covi6ane,covi6b,covi6bne,covi6c,covi6cne,covi6d,covi6dne,covi7,covi8,covi9
50000069,816,1.0319,NJ,Center City (Metro),North East,Rented,"Single, that is never married",Temporarily unemployed,Three,Three, , , , ,18-29,18-29,"Some college, no degree (includes community college)","$30,000 but less than $40,000",Unspecified Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,No,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", ,Another Country,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Support
50000070,816,.3534,FL,Center City (Metro),South,Owned,Divorced,Full-time,Three,One,One,One,None,Yes,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$250,000 or more",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Too restrictive,Too restrictive,Support
50000071,816,.7486,NC,Non-Metro,South,Owned,Married,Retired,Four,Four, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 and over (Unspecified)",White Non-Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , , ,Republican/leans Republican,Not so good,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Too restrictive,Too restrictive,Support
50000072,816,.2563,GA,Surburban (Metro),South,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Appropriate,Oppose
50000073,816,1.0695,FL,Center City County (Metro),South,Rented,Married,Full-time,Three,Two,None,None,One,Yes,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$30,000 but less than $40,000",Unspecified Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", ,Another Country,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,A good amount,A great deal/a good amout,Not restrictive enough,Not restrictive enough,Support
50000074,816,.261,NC,Center City (Metro),South,Owned,Widowed,Full-time,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , , ,Republican/leans Republican,Excellent,Excellent/good,Not so good,Not so good/poor,Not worried at all,Not too/not worried at all,No, , , , , , , , , , , ,Too restrictive,Too restrictive,Support
50000076,816,.5656,MD,Center City (Metro),South,Owned,Married,Other not employed,Two,Two, , , , ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $100,000 (Unspecified)",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Oppose
50000077,816,.4544,NY,Non-Center City (Metro),North East,Owned,Married,Full-time,Two,Two, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 and over (Unspecified)",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Refused,Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , ,Democratic,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Appropriate,Not restrictive enough,Oppose
50000078,816,1.5312,VA,Surburban (Metro),South,Rented,Separated,Full-time,Three,Three, , , , ,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,No,Female,"Pentecostal (Assemblies of God, Four-Square Gospel)",Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Not so good,Not so good/poor,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Uncomfortable,Not too much,Not too much/not at all,A great deal,A great deal/a good amout,Not too much,Not too much/not at all,Not too much,Not too much/not at all,Appropriate,Appropriate,Support
50000079,816,.4417,FL,Center City County (Metro),South,Owned,Widowed,Retired,One,One, , , , ,65+,65+,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Landline,No, , ,200422, , , , , ,Republican/leans Republican,Excellent,Excellent/good,Good,Excellent/good,Not too worried,Not too/not worried at all, , , , , , , , , , , , ,Not restrictive enough,Not restrictive enough,Support
50000080,816,1.6019,NY,Center City (Metro),North East,Rented,Divorced,Full-time,Two,Two, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$50,000 but less than $75,000",Black Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Landline,No, , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Very worried,Very/somewhat worried, , , , , , , , , , , , ,Appropriate,Appropriate,Oppose
50000083,816,.3894,NJ,Non-Center City (Metro),North East,Owned,Married,Full-time,Two,Two, , , , ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , , ,Democrat/leans Democrat,Excellent,Excellent/good,Good,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely NOT use it,Definitely/probably NOT use it,Uncomfortable,Not at all,Not too much/not at all,Not at all,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not restrictive enough,Appropriate,Support
50000085,816,.9491,MI,Center City (Metro),North Central,Owned,"Single, living with a partner",Retired,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$30,000 but less than $40,000",Unspecified Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", ,Refused,200422,"Yes, covered by health insurance",Medicare, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Excellent,Excellent/good,Refused,Refused,Yes,Probably use it,Definitely/probably use it,Comfortable,A great deal,A great deal/a good amout,A great deal,A great deal/a good amout,Refused,Refused,A great deal,A great deal/a good amout,Appropriate,Appropriate,Oppose
50000089,816,.9224,PA,Center City (Metro),North East,Owned,Married,Full-time,Four,Three,One,None,None,Yes,50-64,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Poor,Not so good/poor,Somewhat worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Too restrictive,Support
50000090,816,.5006,NC,Surburban (Metro),South,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Male,Other,Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Not so good,Not so good/poor,Excellent,Excellent/good,Somewhat worried,Very/somewhat worried,Yes,Definitely use it,Definitely/probably use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Appropriate,Oppose
50000091,816,.8295,FL,Center City (Metro),South,Owned,Divorced,Temporarily unemployed,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Landline,No, , ,200422,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Democrat/leans Democrat,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried, , , , , , , , , , , , ,Appropriate,Appropriate,Oppose
50000093,816,1.3604,NH,Center City (Metro),North East,Rented,"Single, that is never married",Homemaker,One,One, , , , ,65+,65+,Less than high school (Grades 1-8 or no formal schooling),Don't know,White Hispanic,Don't know,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Christian (Just Christian),Landline in language,No, ,Puerto Rico,200422, , , , ,Republican,Republican/leans Republican,Poor,Not so good/poor,Good,Excellent/good,Somewhat worried,Very/somewhat worried, , , , , , , , , , , , ,Too restrictive,Appropriate,Oppose
50000094,816,.5952,GA,Surburban (Metro),South,Owned,Married,Part-time,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Baptist,Landline,"Yes, respondent or someone in household has cell phone", , ,200422, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Appropriate,Appropriate,Support
50000095,816,.8281,GA,Non-Metro,South,Owned,Divorced,Retired,One,One, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"No, not covered by health insurance", , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Not so good,Not so good/poor,Very worried,Very/somewhat worried,No, , , , , , , , , , , ,Not restrictive enough,Not restrictive enough,Oppose
50000096,816,.5024,GA,Surburban (Metro),South,Owned,Divorced,Full-time,Two,Two, , , , ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$250,000 or more",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Not worried at all,Not too/not worried at all,Yes,Definitely NOT use it,Definitely/probably NOT use it,Comfortable,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,A good amount,A great deal/a good amout,Appropriate,Too restrictive,Support
50000097,816,.9565,MI,Non-Metro,North Central,Owned,Married,Homemaker,Two,Two, , , , ,50-64,45-64,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200422,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Republican,Republican/leans Republican,Good,Excellent/good,Not so good,Not so good/poor,Not too worried,Not too/not worried at all,Yes,Probably NOT use it,Definitely/probably NOT use it,Comfortable,Not too much,Not too much/not at all,Not at all,Not too much/not at all,A good amount,A great deal/a good amout,Not too much,Not too much/not at all,Too restrictive,Appropriate,Support
