case_id,week,weight,state,metro,region,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,totalage,refage,educ,income,race,polparty,polviewrot,polview,ideologynet,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,instype,he2z,partyln,partycomb,covi1a,covi1anet,covi1b,covi1bnet,covi1c,covi1cnet,covi1d,covi1dnet,covi2,covi3,covi4,covi4net,covi5,covi5net,covi6,covi6net,covi7,covi8,covi9,covi10,covi11,covi12rot,covi12
50000061,815,.642,MD,Surburban (Metro),South,Owned,Married,Retired,Three,Three, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",Black Non-Hispanic,Refused,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Christian (Just Christian),Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Not too worried,Not too/not worried at all,Yes,Yes,No,"Yes, wore mask or face covering",Don't know,quickly/slowly,Quickly
50000063,815,.4213,VA,Surburban (Metro),South,Owned,Divorced,Retired,One,One, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Moderate,Moderate,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, , ,Democrat/leans Democrat,Good,Excellent/good,Poor,Not so good/poor,Excellent,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
50000065,815,.3368,NJ,Non-Center City (Metro),North East,Owned,Widowed,Part-time,One,One, , , , ,65+,65+,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,A Republican,d3 1-5 asked,Moderate,Moderate,Yes,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",By the end of July,slowly/quickly,Slowly
50000066,815,.7365,FL,Center City (Metro),South,Owned,Married,Retired,Two,Two, , , , ,65+,65+,Two year associate degree from a college or university,"$30,000 but less than $40,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Not employed,Not employed,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not too concerned,Not too/not concerned at all,Very worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,quickly/slowly,Slowly
50000068,815,.5339,MI,Center City (Metro),North Central,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Poor,Not so good/poor,Not employed,Not employed,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of April,quickly/slowly,Quickly
50000069,815,.3039,MD,Surburban (Metro),South,Owned,Widowed,Retired,One,One, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Non-Hispanic,A Republican,d3 5-1 asked,Moderate,Moderate,Yes,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,Yes,No,No,"Yes, wore mask or face covering",By the end of May,quickly/slowly,Quickly
50000070,815,.3068,RI,Surburban (Metro),North East,Owned,"Single, that is never married",Retired,One,One, , , , ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Very liberal,Liberal Net,Yes,Female,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",Later in 2020,quickly/slowly,Slowly
50000071,815,.7336,KY,Surburban (Metro),South,Rented,Separated,Disabled/Handicapped,One,One, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,No,Female,Baptist,Landline,No, , ,200415, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,quickly/slowly,Slowly
50000073,815,.6188,GA,Non-Metro,South,Owned,Widowed,Disabled/Handicapped,One,One, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Black Non-Hispanic,An Independent,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Baptist,Landline,No, , ,200415,"Yes, covered by health insurance",Medicare, , ,Democratic,Democrat/leans Democrat,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Very concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,No, , ,Never left home,Later in 2020,slowly/quickly,Slowly
50000074,815,.819,NC,Center City (Metro),South,Owned,Married,Retired,Two,Two, , , , ,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",Native American/American Indian/Alaska Native,An Independent,d3 1-5 asked,Moderate,Moderate,No,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,Republican,Republican/leans Republican,Not so good,Not so good/poor,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,Not a source of stress,Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Not too worried,Not too/not worried at all,No, , ,"No, did not wear mask or face covering",By the end of May,slowly/quickly,Slowly
50000076,815,.6048,FL,Center City (Metro),South,Owned,Married,Retired,Four,Three,None,None,One,No,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Black Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Baptist,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Poor,Not so good/poor,Not employed,Not employed,"Yes, serious stress",Yes,Very concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Somewhat worried,Very/somewhat worried,Yes,Yes,No,"Yes, wore mask or face covering",Later in 2020,slowly/quickly,Slowly
50000077,815,.6065,PA,Non-Metro,North East,Rented,Widowed,Retired,One,One, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Christian (Just Christian),Landline,No, , ,200415, , , , , ,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,"Yes, serious stress",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Slowly
50000078,815,.383,NJ,Surburban (Metro),North East,Owned,Married,Retired,Two,Two, , , , ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,"Catholic, Roman Catholic",Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Not too concerned,Not too/not concerned at all,Not concerned at all,Not too/not concerned at all,Somewhat worried,Very/somewhat worried,Yes,Yes,No,Never left home,Or will it take longer than that,slowly/quickly,Slowly
50000079,815,.504,VA,Center City (Metro),South,Owned,Separated,Retired,Two,Two, , , , ,65+,65+,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,An Independent,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Male,Buddhist,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , ,Republican,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of June,quickly/slowly,Quickly
50000080,815,.596,NC,Non-Metro,South,Owned,Married,Temporarily unemployed,Two,Two, , , , ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,A Democrat,d3 1-5 asked,Somewhat liberal,Liberal Net,Yes,Female,Protestant,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,Directly from an insurance company,Marketplace plan, ,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Good,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,Never left home,By the end of June,quickly/slowly,Quickly
50000082,815,1.4134,VA,Non-Metro,South,Owned,Married,Temporarily unemployed,Three,Three, , , , ,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,A Republican,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , , ,Republican/leans Republican,Good,Excellent/good,Excellent,Excellent/good,Good,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Somewhat concerned,Very concerned/somewhat concerned,Very worried,Very/somewhat worried,No, , ,Never left home,By the end of May,quickly/slowly,Slowly
50000083,815,.6304,SC,Center City (Metro),South,Owned,Married,Retired,Six or more,Two,Five,One,None,Yes,65+,65+,Two year associate degree from a college or university,"$100,000 to under $150,000",White Non-Hispanic,A Republican,d3 5-1 asked,Somewhat conservative,Conservative Net,Yes,Male,Baptist,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Not employed,Not employed,"Yes, stress, but not serious",Yes,Somewhat concerned,Very concerned/somewhat concerned,Not too concerned,Not too/not concerned at all,Not worried at all,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of April,quickly/slowly,Quickly
50000087,815,.6111,OH,Non-Metro,North Central,Owned,Widowed,Retired,One,One, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,An Independent,d3 1-5 asked,Very conservative,Conservative Net,Yes,Female,Lutheran,Landline,No, , ,200415, , , , ,Republican,Republican/leans Republican,Good,Excellent/good,Good,Excellent/good,Good,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Somewhat worried,Very/somewhat worried,No, , ,"Yes, wore mask or face covering",By the end of May,slowly/quickly,Quickly
50000089,815,1.7399,NY,Center City County (Metro),North East,Owned,Married,Full-time,Four,Four, , , , ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",White Non-Hispanic,A Republican,d3 1-5 asked,Somewhat conservative,Conservative Net,Yes,Female,Non-denominational or Independent Church,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Republican/leans Republican,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,Excellent,Excellent/good,"Yes, stress, but not serious",No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Quickly
50000090,815,.5437,OH,Center City (Metro),North Central,Owned,Divorced,Retired,Two,Two, , , , ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,An Independent,d3 1-5 asked,Moderate,Moderate,Yes,Male,Nothing in particular,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Refused,Refused,Not a source of stress,No, , , , ,Not too worried,Not too/not worried at all,No, , ,"Yes, wore mask or face covering",By the end of July,quickly/slowly,Slowly
50000091,815,.6891,PA,Center City (Metro),North East,Owned,Widowed,Retired,One,One, , , , ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $50,000 (Unspecified)",White Non-Hispanic,An Independent,d3 5-1 asked,Moderate,Moderate,Yes,Female,Lutheran,Landline,"Yes, respondent or someone in household has cell phone", , ,200415, , , , ,Democratic,Democrat/leans Democrat,Not so good,Not so good/poor,Poor,Not so good/poor,Excellent,Excellent/good,Not employed,Not employed,Not a source of stress,No, , , , ,Not worried at all,Not too/not worried at all,No, , ,Never left home,By the end of June,quickly/slowly,Slowly
50000092,815,.9489,TN,Surburban (Metro),South,Owned,Married,Full-time,Three,Two,None,One,None,Yes,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,A Democrat,d3 5-1 asked,Somewhat liberal,Liberal Net,Yes,Female,Non-denominational or Independent Church,Landline,"Yes, respondent or someone in household has cell phone", , ,200415,"Yes, covered by health insurance",Plan through your or your spouse's employer, , , ,Democrat/leans Democrat,Poor,Not so good/poor,Poor,Not so good/poor,Not so good,Not so good/poor,Excellent,Excellent/good,"Yes, serious stress",No, , , , ,Somewhat worried,Very/somewhat worried,Yes,No,No,"Yes, wore mask or face covering",By the end of June,slowly/quickly,Quickly
